Title,Genre,ReleaseYear,ArtistName
Album_4429,Jazz,1960,Artist_4429
Album_4430,Rock,1968,Artist_4430
Album_4431,Electronic,1997,Artist_4431
Album_4432,Pop,1967,Artist_4432
Album_4433,Electronic,2023,Artist_4433
Album_4434,Rock,1977,Artist_4434
Album_4435,Jazz,1982,Artist_4435
Album_4436,Hip Hop,2011,Artist_4436
Album_4437,Rock,1985,Artist_4437
Album_4438,Hip Hop,2020,Artist_4438
Album_4439,Electronic,2008,Artist_4439
Album_4440,Pop,1998,Artist_4440
Album_4441,Electronic,1980,Artist_4441
Album_4442,Rock,1991,Artist_4442
Album_4443,Jazz,1965,Artist_4443
Album_4444,Classical,1980,Artist_4444
Album_4445,Rock,2019,Artist_4445
Album_4446,Rock,1980,Artist_4446
Album_4447,Hip Hop,1991,Artist_4447
Album_4448,Electronic,1981,Artist_4448
Album_4449,Classical,1991,Artist_4449
Album_4450,Electronic,2012,Artist_4450
Album_4451,Classical,2012,Artist_4451
Album_4452,Pop,2010,Artist_4452
Album_4453,Pop,2018,Artist_4453
Album_4454,Pop,1982,Artist_4454
Album_4455,Pop,1998,Artist_4455
Album_4456,Classical,1989,Artist_4456
Album_4457,Pop,1993,Artist_4457
Album_4458,Classical,1995,Artist_4458
Album_4459,Jazz,2002,Artist_4459
Album_4460,Classical,1978,Artist_4460
Album_4461,Electronic,2015,Artist_4461
Album_4462,Pop,2015,Artist_4462
Album_4463,Pop,1987,Artist_4463
Album_4464,Electronic,2012,Artist_4464
Album_4465,Pop,1993,Artist_4465
Album_4466,Pop,1997,Artist_4466
Album_4467,Jazz,2004,Artist_4467
Album_4468,Rock,2018,Artist_4468
Album_4469,Rock,1998,Artist_4469
Album_4470,Hip Hop,1974,Artist_4470
Album_4471,Pop,1987,Artist_4471
Album_4472,Rock,2022,Artist_4472
Album_4473,Hip Hop,1993,Artist_4473
Album_4474,Electronic,1993,Artist_4474
Album_4475,Pop,1981,Artist_4475
Album_4476,Electronic,2005,Artist_4476
Album_4477,Rock,2018,Artist_4477
Album_4478,Jazz,2002,Artist_4478
Album_4479,Electronic,1981,Artist_4479
Album_4480,Hip Hop,1974,Artist_4480
Album_4481,Electronic,1967,Artist_4481
Album_4482,Classical,1963,Artist_4482
Album_4483,Rock,1992,Artist_4483
Album_4484,Jazz,1996,Artist_4484
Album_4485,Hip Hop,1987,Artist_4485
Album_4486,Pop,1975,Artist_4486
Album_4487,Hip Hop,2005,Artist_4487
Album_4488,Jazz,1979,Artist_4488
Album_4489,Classical,1996,Artist_4489
Album_4490,Hip Hop,2001,Artist_4490
Album_4491,Hip Hop,1969,Artist_4491
Album_4492,Jazz,2016,Artist_4492
Album_4493,Hip Hop,1968,Artist_4493
Album_4494,Rock,1992,Artist_4494
Album_4495,Electronic,1979,Artist_4495
Album_4496,Electronic,1996,Artist_4496
Album_4497,Jazz,1985,Artist_4497
Album_4498,Classical,1975,Artist_4498
Album_4499,Classical,2008,Artist_4499
Album_4500,Electronic,2001,Artist_4500
Album_4501,Pop,2011,Artist_4501
Album_4502,Classical,1990,Artist_4502
Album_4503,Jazz,1998,Artist_4503
Album_4504,Hip Hop,1965,Artist_4504
Album_4505,Jazz,2016,Artist_4505
Album_4506,Rock,2004,Artist_4506
Album_4507,Electronic,1974,Artist_4507
Album_4508,Pop,1961,Artist_4508
Album_4509,Jazz,2023,Artist_4509
Album_4510,Rock,1975,Artist_4510
Album_4511,Classical,1968,Artist_4511
Album_4512,Electronic,1995,Artist_4512
Album_4513,Classical,2020,Artist_4513
Album_4514,Rock,2013,Artist_4514
Album_4515,Rock,2000,Artist_4515
Album_4516,Classical,1987,Artist_4516
Album_4517,Electronic,1992,Artist_4517
Album_4518,Hip Hop,1995,Artist_4518
Album_4519,Jazz,2006,Artist_4519
Album_4520,Classical,2015,Artist_4520
Album_4521,Rock,1971,Artist_4521
Album_4522,Pop,2023,Artist_4522
Album_4523,Rock,2001,Artist_4523
Album_4524,Jazz,1978,Artist_4524
Album_4525,Pop,1998,Artist_4525
Album_4526,Pop,2020,Artist_4526
Album_4527,Classical,2000,Artist_4527
Album_4528,Hip Hop,1982,Artist_4528
Album_4529,Electronic,2013,Artist_4529
Album_4530,Pop,2018,Artist_4530
Album_4531,Hip Hop,1982,Artist_4531
Album_4532,Rock,1964,Artist_4532
Album_4533,Pop,2012,Artist_4533
Album_4534,Jazz,2017,Artist_4534
Album_4535,Electronic,2014,Artist_4535
Album_4536,Hip Hop,1988,Artist_4536
Album_4537,Hip Hop,2001,Artist_4537
Album_4538,Classical,1971,Artist_4538
Album_4539,Hip Hop,1974,Artist_4539
Album_4540,Electronic,2023,Artist_4540
Album_4541,Rock,2004,Artist_4541
Album_4542,Classical,2023,Artist_4542
Album_4543,Hip Hop,1965,Artist_4543
Album_4544,Rock,1992,Artist_4544
Album_4545,Rock,1987,Artist_4545
Album_4546,Electronic,1960,Artist_4546
Album_4547,Pop,1961,Artist_4547
Album_4548,Pop,1993,Artist_4548
Album_4549,Pop,2012,Artist_4549
Album_4550,Electronic,1981,Artist_4550
Album_4551,Classical,1964,Artist_4551
Album_4552,Classical,1974,Artist_4552
Album_4553,Classical,1999,Artist_4553
Album_4554,Electronic,1996,Artist_4554
Album_4555,Pop,1992,Artist_4555
Album_4556,Jazz,1990,Artist_4556
Album_4557,Pop,2018,Artist_4557
Album_4558,Rock,1988,Artist_4558
Album_4559,Pop,1997,Artist_4559
Album_4560,Electronic,1974,Artist_4560
Album_4561,Hip Hop,2010,Artist_4561
Album_4562,Classical,1967,Artist_4562
Album_4563,Electronic,1987,Artist_4563
Album_4564,Classical,2015,Artist_4564
Album_4565,Electronic,2014,Artist_4565
Album_4566,Pop,2002,Artist_4566
Album_4567,Rock,2000,Artist_4567
Album_4568,Classical,1960,Artist_4568
Album_4569,Electronic,1998,Artist_4569
Album_4570,Electronic,1991,Artist_4570
Album_4571,Pop,2019,Artist_4571
Album_4572,Classical,1967,Artist_4572
Album_4573,Hip Hop,1962,Artist_4573
Album_4574,Hip Hop,2000,Artist_4574
Album_4575,Jazz,2011,Artist_4575
Album_4576,Hip Hop,2010,Artist_4576
Album_4577,Electronic,1985,Artist_4577
Album_4578,Jazz,2009,Artist_4578
Album_4579,Rock,2021,Artist_4579
Album_4580,Rock,1970,Artist_4580
Album_4581,Pop,1970,Artist_4581
Album_4582,Jazz,2014,Artist_4582
Album_4583,Hip Hop,1980,Artist_4583
Album_4584,Electronic,2017,Artist_4584
Album_4585,Electronic,2013,Artist_4585
Album_4586,Jazz,1986,Artist_4586
Album_4587,Rock,1978,Artist_4587
Album_4588,Pop,1965,Artist_4588
Album_4589,Rock,1972,Artist_4589
Album_4590,Electronic,1968,Artist_4590
Album_4591,Electronic,1999,Artist_4591
Album_4592,Jazz,1981,Artist_4592
Album_4593,Rock,1977,Artist_4593
Album_4594,Rock,1977,Artist_4594
Album_4595,Hip Hop,1962,Artist_4595
Album_4596,Classical,2023,Artist_4596
Album_4597,Classical,1966,Artist_4597
Album_4598,Classical,1981,Artist_4598
Album_4599,Rock,1962,Artist_4599
Album_4600,Rock,1997,Artist_4600
Album_4601,Hip Hop,1991,Artist_4601
Album_4602,Hip Hop,1996,Artist_4602
Album_4603,Rock,2004,Artist_4603
Album_4604,Jazz,2021,Artist_4604
Album_4605,Pop,1974,Artist_4605
Album_4606,Rock,1962,Artist_4606
Album_4607,Classical,2002,Artist_4607
Album_4608,Rock,1963,Artist_4608
Album_4609,Classical,2017,Artist_4609
Album_4610,Rock,1972,Artist_4610
Album_4611,Classical,1980,Artist_4611
Album_4612,Classical,1972,Artist_4612
Album_4613,Jazz,1965,Artist_4613
Album_4614,Rock,2017,Artist_4614
Album_4615,Pop,1993,Artist_4615
Album_4616,Rock,1980,Artist_4616
Album_4617,Pop,1975,Artist_4617
Album_4618,Pop,1973,Artist_4618
Album_4619,Rock,1960,Artist_4619
Album_4620,Electronic,1977,Artist_4620
Album_4621,Electronic,2006,Artist_4621
Album_4622,Hip Hop,1993,Artist_4622
Album_4623,Rock,2012,Artist_4623
Album_4624,Rock,1991,Artist_4624
Album_4625,Jazz,1973,Artist_4625
Album_4626,Hip Hop,1960,Artist_4626
Album_4627,Jazz,1973,Artist_4627
Album_4628,Hip Hop,1972,Artist_4628
Album_4629,Electronic,1992,Artist_4629
Album_4630,Pop,2017,Artist_4630
Album_4631,Classical,2012,Artist_4631
Album_4632,Classical,1998,Artist_4632
Album_4633,Jazz,1963,Artist_4633
Album_4634,Hip Hop,2010,Artist_4634
Album_4635,Hip Hop,1969,Artist_4635
Album_4636,Jazz,1970,Artist_4636
Album_4637,Classical,1965,Artist_4637
Album_4638,Jazz,1978,Artist_4638
Album_4639,Pop,1995,Artist_4639
Album_4640,Hip Hop,2013,Artist_4640
Album_4641,Classical,1971,Artist_4641
Album_4642,Jazz,1979,Artist_4642
Album_4643,Classical,2021,Artist_4643
Album_4644,Electronic,1982,Artist_4644
Album_4645,Pop,1982,Artist_4645
Album_4646,Rock,1991,Artist_4646
Album_4647,Classical,2017,Artist_4647
Album_4648,Rock,1966,Artist_4648
Album_4649,Electronic,1981,Artist_4649
Album_4650,Electronic,2018,Artist_4650
Album_4651,Pop,1996,Artist_4651
Album_4652,Hip Hop,1960,Artist_4652
Album_4653,Pop,1990,Artist_4653
Album_4654,Electronic,1967,Artist_4654
Album_4655,Hip Hop,1992,Artist_4655
Album_4656,Electronic,1978,Artist_4656
Album_4657,Pop,1968,Artist_4657
Album_4658,Electronic,2013,Artist_4658
Album_4659,Jazz,2020,Artist_4659
Album_4660,Pop,2013,Artist_4660
Album_4661,Hip Hop,1999,Artist_4661
Album_4662,Hip Hop,2021,Artist_4662
Album_4663,Rock,2000,Artist_4663
Album_4664,Jazz,1974,Artist_4664
Album_4665,Jazz,1980,Artist_4665
Album_4666,Electronic,2009,Artist_4666
Album_4667,Jazz,1994,Artist_4667
Album_4668,Jazz,1989,Artist_4668
Album_4669,Pop,1977,Artist_4669
Album_4670,Pop,1986,Artist_4670
Album_4671,Rock,1982,Artist_4671
Album_4672,Classical,2016,Artist_4672
Album_4673,Jazz,1996,Artist_4673
Album_4674,Jazz,1970,Artist_4674
Album_4675,Electronic,1993,Artist_4675
Album_4676,Jazz,1990,Artist_4676
Album_4677,Hip Hop,1980,Artist_4677
Album_4678,Rock,1999,Artist_4678
Album_4679,Jazz,1986,Artist_4679
Album_4680,Classical,2019,Artist_4680
Album_4681,Jazz,1986,Artist_4681
Album_4682,Hip Hop,1982,Artist_4682
Album_4683,Rock,2003,Artist_4683
Album_4684,Pop,1977,Artist_4684
Album_4685,Electronic,1995,Artist_4685
Album_4686,Pop,1992,Artist_4686
Album_4687,Rock,1998,Artist_4687
Album_4688,Hip Hop,1969,Artist_4688
Album_4689,Hip Hop,1987,Artist_4689
Album_4690,Pop,1972,Artist_4690
Album_4691,Electronic,1965,Artist_4691
Album_4692,Jazz,2001,Artist_4692
Album_4693,Jazz,2010,Artist_4693
Album_4694,Jazz,1999,Artist_4694
Album_4695,Electronic,1983,Artist_4695
Album_4696,Jazz,1963,Artist_4696
Album_4697,Hip Hop,1983,Artist_4697
Album_4698,Hip Hop,1961,Artist_4698
Album_4699,Classical,1995,Artist_4699
Album_4700,Jazz,1961,Artist_4700
Album_4701,Classical,1983,Artist_4701
Album_4702,Classical,1996,Artist_4702
Album_4703,Electronic,1977,Artist_4703
Album_4704,Hip Hop,2012,Artist_4704
Album_4705,Electronic,2014,Artist_4705
Album_4706,Jazz,2002,Artist_4706
Album_4707,Classical,1974,Artist_4707
Album_4708,Rock,1985,Artist_4708
Album_4709,Jazz,1989,Artist_4709
Album_4710,Pop,1960,Artist_4710
Album_4711,Hip Hop,1992,Artist_4711
Album_4712,Rock,2014,Artist_4712
Album_4713,Electronic,1975,Artist_4713
Album_4714,Rock,1980,Artist_4714
Album_4715,Pop,1977,Artist_4715
Album_4716,Classical,1996,Artist_4716
Album_4717,Rock,1983,Artist_4717
Album_4718,Electronic,2010,Artist_4718
Album_4719,Classical,2005,Artist_4719
Album_4720,Classical,2002,Artist_4720
Album_4721,Rock,2006,Artist_4721
Album_4722,Electronic,1976,Artist_4722
Album_4723,Rock,1987,Artist_4723
Album_4724,Jazz,1981,Artist_4724
Album_4725,Jazz,1981,Artist_4725
Album_4726,Rock,2008,Artist_4726
Album_4727,Jazz,1989,Artist_4727
Album_4728,Pop,1978,Artist_4728
Album_4729,Classical,1994,Artist_4729
Album_4730,Hip Hop,2016,Artist_4730
Album_4731,Rock,1990,Artist_4731
Album_4732,Hip Hop,2020,Artist_4732
Album_4733,Hip Hop,1975,Artist_4733
Album_4734,Rock,1984,Artist_4734
Album_4735,Rock,1960,Artist_4735
Album_4736,Rock,1986,Artist_4736
Album_4737,Jazz,1967,Artist_4737
Album_4738,Electronic,2017,Artist_4738
Album_4739,Classical,1984,Artist_4739
Album_4740,Classical,2005,Artist_4740
Album_4741,Electronic,2003,Artist_4741
Album_4742,Classical,1980,Artist_4742
Album_4743,Pop,2016,Artist_4743
Album_4744,Pop,1968,Artist_4744
Album_4745,Pop,1981,Artist_4745
Album_4746,Pop,1987,Artist_4746
Album_4747,Rock,2022,Artist_4747
Album_4748,Rock,1993,Artist_4748
Album_4749,Hip Hop,2008,Artist_4749
Album_4750,Hip Hop,2003,Artist_4750
Album_4751,Pop,2007,Artist_4751
Album_4752,Classical,1960,Artist_4752
Album_4753,Pop,1976,Artist_4753
Album_4754,Rock,2023,Artist_4754
Album_4755,Pop,1989,Artist_4755
Album_4756,Classical,1981,Artist_4756
Album_4757,Jazz,2018,Artist_4757
Album_4758,Jazz,1972,Artist_4758
Album_4759,Pop,2012,Artist_4759
Album_4760,Hip Hop,1960,Artist_4760
Album_4761,Jazz,1984,Artist_4761
Album_4762,Classical,1963,Artist_4762
Album_4763,Rock,2013,Artist_4763
Album_4764,Rock,1974,Artist_4764
Album_4765,Hip Hop,2017,Artist_4765
Album_4766,Classical,2003,Artist_4766
Album_4767,Rock,2013,Artist_4767
Album_4768,Rock,1983,Artist_4768
Album_4769,Jazz,1962,Artist_4769
Album_4770,Classical,1968,Artist_4770
Album_4771,Classical,2022,Artist_4771
Album_4772,Pop,1994,Artist_4772
Album_4773,Classical,1985,Artist_4773
Album_4774,Rock,1976,Artist_4774
Album_4775,Pop,2016,Artist_4775
Album_4776,Hip Hop,1996,Artist_4776
Album_4777,Classical,1961,Artist_4777
Album_4778,Jazz,1991,Artist_4778
Album_4779,Rock,1993,Artist_4779
Album_4780,Classical,2008,Artist_4780
Album_4781,Pop,1960,Artist_4781
Album_4782,Electronic,2015,Artist_4782
Album_4783,Electronic,2000,Artist_4783
Album_4784,Pop,2019,Artist_4784
Album_4785,Hip Hop,1967,Artist_4785
Album_4786,Hip Hop,1983,Artist_4786
Album_4787,Hip Hop,1966,Artist_4787
Album_4788,Rock,1996,Artist_4788
Album_4789,Electronic,2012,Artist_4789
Album_4790,Pop,2023,Artist_4790
Album_4791,Classical,1966,Artist_4791
Album_4792,Classical,1982,Artist_4792
Album_4793,Rock,2002,Artist_4793
Album_4794,Pop,1988,Artist_4794
Album_4795,Classical,2018,Artist_4795
Album_4796,Hip Hop,1994,Artist_4796
Album_4797,Classical,2009,Artist_4797
Album_4798,Pop,1986,Artist_4798
Album_4799,Jazz,1963,Artist_4799
Album_4800,Electronic,1990,Artist_4800
Album_4801,Pop,2022,Artist_4801
Album_4802,Hip Hop,2004,Artist_4802
Album_4803,Jazz,1991,Artist_4803
Album_4804,Jazz,1970,Artist_4804
Album_4805,Jazz,2007,Artist_4805
Album_4806,Pop,2017,Artist_4806
Album_4807,Classical,1969,Artist_4807
Album_4808,Pop,2023,Artist_4808
Album_4809,Rock,2000,Artist_4809
Album_4810,Jazz,1992,Artist_4810
Album_4811,Rock,1987,Artist_4811
Album_4812,Jazz,1982,Artist_4812
Album_4813,Pop,2006,Artist_4813
Album_4814,Pop,1993,Artist_4814
Album_4815,Rock,2006,Artist_4815
Album_4816,Jazz,1993,Artist_4816
Album_4817,Jazz,2017,Artist_4817
Album_4818,Classical,1965,Artist_4818
Album_4819,Rock,1989,Artist_4819
Album_4820,Pop,1977,Artist_4820
Album_4821,Classical,2011,Artist_4821
Album_4822,Electronic,1988,Artist_4822
Album_4823,Classical,1970,Artist_4823
Album_4824,Classical,1976,Artist_4824
Album_4825,Electronic,1970,Artist_4825
Album_4826,Hip Hop,2022,Artist_4826
Album_4827,Electronic,2019,Artist_4827
Album_4828,Rock,1977,Artist_4828
Album_4829,Electronic,1981,Artist_4829
Album_4830,Hip Hop,1976,Artist_4830
Album_4831,Pop,1972,Artist_4831
Album_4832,Hip Hop,1977,Artist_4832
Album_4833,Jazz,2021,Artist_4833
Album_4834,Jazz,2004,Artist_4834
Album_4835,Classical,1980,Artist_4835
Album_4836,Rock,2011,Artist_4836
Album_4837,Classical,2011,Artist_4837
Album_4838,Jazz,2010,Artist_4838
Album_4839,Hip Hop,1964,Artist_4839
Album_4840,Rock,2021,Artist_4840
Album_4841,Pop,2003,Artist_4841
Album_4842,Classical,1999,Artist_4842
Album_4843,Rock,1998,Artist_4843
Album_4844,Rock,2019,Artist_4844
Album_4845,Pop,1993,Artist_4845
Album_4846,Electronic,2020,Artist_4846
Album_4847,Hip Hop,1968,Artist_4847
Album_4848,Jazz,1967,Artist_4848
Album_4849,Pop,2006,Artist_4849
Album_4850,Rock,2010,Artist_4850
Album_4851,Rock,2011,Artist_4851
Album_4852,Electronic,1985,Artist_4852
Album_4853,Classical,2014,Artist_4853
Album_4854,Hip Hop,2014,Artist_4854
Album_4855,Pop,1962,Artist_4855
Album_4856,Classical,1993,Artist_4856
Album_4857,Electronic,1970,Artist_4857
Album_4858,Jazz,1999,Artist_4858
Album_4859,Jazz,2008,Artist_4859
Album_4860,Electronic,1969,Artist_4860
Album_4861,Hip Hop,2022,Artist_4861
Album_4862,Classical,1980,Artist_4862
Album_4863,Classical,2023,Artist_4863
Album_4864,Pop,1972,Artist_4864
Album_4865,Pop,2002,Artist_4865
Album_4866,Jazz,2008,Artist_4866
Album_4867,Classical,2005,Artist_4867
Album_4868,Classical,1966,Artist_4868
Album_4869,Pop,1985,Artist_4869
Album_4870,Classical,1988,Artist_4870
Album_4871,Jazz,1980,Artist_4871
Album_4872,Electronic,1963,Artist_4872
Album_4873,Hip Hop,1971,Artist_4873
Album_4874,Classical,2008,Artist_4874
Album_4875,Hip Hop,1998,Artist_4875
Album_4876,Jazz,1999,Artist_4876
Album_4877,Hip Hop,1982,Artist_4877
Album_4878,Rock,1987,Artist_4878
Album_4879,Jazz,1978,Artist_4879
Album_4880,Classical,2019,Artist_4880
Album_4881,Rock,2013,Artist_4881
Album_4882,Electronic,1976,Artist_4882
Album_4883,Pop,1999,Artist_4883
Album_4884,Jazz,1985,Artist_4884
Album_4885,Jazz,1973,Artist_4885
Album_4886,Jazz,1983,Artist_4886
Album_4887,Hip Hop,1993,Artist_4887
Album_4888,Electronic,1996,Artist_4888
Album_4889,Classical,1966,Artist_4889
Album_4890,Jazz,1989,Artist_4890
Album_4891,Hip Hop,2003,Artist_4891
Album_4892,Jazz,1971,Artist_4892
Album_4893,Pop,1967,Artist_4893
Album_4894,Classical,2003,Artist_4894
Album_4895,Rock,2005,Artist_4895
Album_4896,Electronic,2017,Artist_4896
Album_4897,Electronic,2014,Artist_4897
Album_4898,Electronic,1998,Artist_4898
Album_4899,Rock,1986,Artist_4899
Album_4900,Classical,2000,Artist_4900
Album_4901,Hip Hop,1984,Artist_4901
Album_4902,Pop,2014,Artist_4902
Album_4903,Pop,1982,Artist_4903
Album_4904,Electronic,1985,Artist_4904
Album_4905,Classical,2010,Artist_4905
Album_4906,Hip Hop,1966,Artist_4906
Album_4907,Electronic,1972,Artist_4907
Album_4908,Pop,1993,Artist_4908
Album_4909,Rock,2005,Artist_4909
Album_4910,Classical,2004,Artist_4910
Album_4911,Electronic,2016,Artist_4911
Album_4912,Jazz,1978,Artist_4912
Album_4913,Jazz,1979,Artist_4913
Album_4914,Rock,1979,Artist_4914
Album_4915,Pop,2000,Artist_4915
Album_4916,Jazz,1990,Artist_4916
Album_4917,Rock,1982,Artist_4917
Album_4918,Pop,2011,Artist_4918
Album_4919,Hip Hop,1977,Artist_4919
Album_4920,Electronic,2018,Artist_4920
Album_4921,Jazz,2017,Artist_4921
Album_4922,Hip Hop,2002,Artist_4922
Album_4923,Electronic,1960,Artist_4923
Album_4924,Hip Hop,1988,Artist_4924
Album_4925,Electronic,2016,Artist_4925
Album_4926,Jazz,2021,Artist_4926
Album_4927,Pop,1984,Artist_4927
Album_4928,Classical,1966,Artist_4928
Album_4929,Classical,2015,Artist_4929
Album_4930,Hip Hop,1999,Artist_4930
Album_4931,Classical,1984,Artist_4931
Album_4932,Pop,1997,Artist_4932
Album_4933,Jazz,2013,Artist_4933
Album_4934,Pop,2022,Artist_4934
Album_4935,Classical,2019,Artist_4935
Album_4936,Rock,1975,Artist_4936
Album_4937,Classical,2002,Artist_4937
Album_4938,Hip Hop,1979,Artist_4938
Album_4939,Rock,1966,Artist_4939
Album_4940,Classical,1997,Artist_4940
Album_4941,Hip Hop,2015,Artist_4941
Album_4942,Jazz,1992,Artist_4942
Album_4943,Hip Hop,1960,Artist_4943
Album_4944,Electronic,2014,Artist_4944
Album_4945,Pop,2010,Artist_4945
Album_4946,Jazz,2012,Artist_4946
Album_4947,Pop,1989,Artist_4947
Album_4948,Classical,1981,Artist_4948
Album_4949,Rock,1993,Artist_4949
Album_4950,Jazz,2013,Artist_4950
Album_4951,Hip Hop,1996,Artist_4951
Album_4952,Classical,2010,Artist_4952
Album_4953,Jazz,2021,Artist_4953
Album_4954,Electronic,2008,Artist_4954
Album_4955,Pop,1988,Artist_4955
Album_4956,Electronic,1961,Artist_4956
Album_4957,Electronic,1989,Artist_4957
Album_4958,Electronic,1989,Artist_4958
Album_4959,Pop,2016,Artist_4959
Album_4960,Hip Hop,1996,Artist_4960
Album_4961,Pop,1968,Artist_4961
Album_4962,Classical,1973,Artist_4962
Album_4963,Jazz,1990,Artist_4963
Album_4964,Jazz,2012,Artist_4964
Album_4965,Rock,1984,Artist_4965
Album_4966,Rock,2021,Artist_4966
Album_4967,Electronic,1999,Artist_4967
Album_4968,Classical,2003,Artist_4968
Album_4969,Pop,1979,Artist_4969
Album_4970,Rock,1980,Artist_4970
Album_4971,Pop,1963,Artist_4971
Album_4972,Hip Hop,1984,Artist_4972
Album_4973,Electronic,2013,Artist_4973
Album_4974,Rock,1987,Artist_4974
Album_4975,Classical,1987,Artist_4975
Album_4976,Jazz,2004,Artist_4976
Album_4977,Hip Hop,2003,Artist_4977
Album_4978,Rock,2022,Artist_4978
Album_4979,Electronic,2023,Artist_4979
Album_4980,Rock,2003,Artist_4980
Album_4981,Electronic,1964,Artist_4981
Album_4982,Jazz,1973,Artist_4982
Album_4983,Electronic,1971,Artist_4983
Album_4984,Electronic,1961,Artist_4984
Album_4985,Jazz,2000,Artist_4985
Album_4986,Rock,1990,Artist_4986
Album_4987,Rock,1976,Artist_4987
Album_4988,Pop,2017,Artist_4988
Album_4989,Hip Hop,1966,Artist_4989
Album_4990,Hip Hop,2003,Artist_4990
Album_4991,Electronic,1981,Artist_4991
Album_4992,Hip Hop,1995,Artist_4992
Album_4993,Pop,1973,Artist_4993
Album_4994,Hip Hop,1991,Artist_4994
Album_4995,Hip Hop,2005,Artist_4995
Album_4996,Rock,1970,Artist_4996
Album_4997,Classical,1960,Artist_4997
Album_4998,Rock,1961,Artist_4998
Album_4999,Classical,1964,Artist_4999
Album_5000,Hip Hop,1975,Artist_5000
Album_5001,Classical,1989,Artist_5001
Album_5002,Hip Hop,2019,Artist_5002
Album_5003,Electronic,1987,Artist_5003
Album_5004,Hip Hop,2004,Artist_5004
Album_5005,Pop,1990,Artist_5005
Album_5006,Rock,1995,Artist_5006
Album_5007,Electronic,2004,Artist_5007
Album_5008,Hip Hop,1975,Artist_5008
Album_5009,Hip Hop,1994,Artist_5009
Album_5010,Hip Hop,2021,Artist_5010
Album_5011,Hip Hop,1982,Artist_5011
Album_5012,Electronic,1966,Artist_5012
Album_5013,Rock,1985,Artist_5013
Album_5014,Hip Hop,1994,Artist_5014
Album_5015,Hip Hop,1996,Artist_5015
Album_5016,Jazz,1964,Artist_5016
Album_5017,Classical,2009,Artist_5017
Album_5018,Pop,1992,Artist_5018
Album_5019,Rock,1983,Artist_5019
Album_5020,Pop,1993,Artist_5020
Album_5021,Rock,2015,Artist_5021
Album_5022,Hip Hop,2005,Artist_5022
Album_5023,Classical,1996,Artist_5023
Album_5024,Classical,1976,Artist_5024
Album_5025,Hip Hop,2022,Artist_5025
Album_5026,Jazz,1971,Artist_5026
Album_5027,Jazz,1983,Artist_5027
Album_5028,Electronic,2020,Artist_5028
Album_5029,Electronic,1991,Artist_5029
Album_5030,Rock,1968,Artist_5030
Album_5031,Hip Hop,1986,Artist_5031
Album_5032,Classical,1989,Artist_5032
Album_5033,Jazz,2002,Artist_5033
Album_5034,Classical,1980,Artist_5034
Album_5035,Hip Hop,2003,Artist_5035
Album_5036,Rock,1998,Artist_5036
Album_5037,Jazz,1983,Artist_5037
Album_5038,Electronic,2014,Artist_5038
Album_5039,Electronic,1999,Artist_5039
Album_5040,Hip Hop,2004,Artist_5040
Album_5041,Rock,2015,Artist_5041
Album_5042,Electronic,2019,Artist_5042
Album_5043,Electronic,1979,Artist_5043
Album_5044,Pop,1966,Artist_5044
Album_5045,Classical,2001,Artist_5045
Album_5046,Hip Hop,1993,Artist_5046
Album_5047,Hip Hop,1993,Artist_5047
Album_5048,Jazz,1970,Artist_5048
Album_5049,Pop,1987,Artist_5049
Album_5050,Rock,1973,Artist_5050
Album_5051,Electronic,1999,Artist_5051
Album_5052,Electronic,2017,Artist_5052
Album_5053,Pop,1991,Artist_5053
Album_5054,Rock,1973,Artist_5054
Album_5055,Jazz,1987,Artist_5055
Album_5056,Rock,2007,Artist_5056
Album_5057,Hip Hop,1983,Artist_5057
Album_5058,Rock,2023,Artist_5058
Album_5059,Jazz,2006,Artist_5059
Album_5060,Pop,2012,Artist_5060
Album_5061,Hip Hop,1998,Artist_5061
Album_5062,Jazz,1982,Artist_5062
Album_5063,Rock,1987,Artist_5063
Album_5064,Jazz,2006,Artist_5064
Album_5065,Rock,2009,Artist_5065
Album_5066,Rock,2018,Artist_5066
Album_5067,Classical,1996,Artist_5067
Album_5068,Hip Hop,1971,Artist_5068
Album_5069,Classical,1984,Artist_5069
Album_5070,Hip Hop,1974,Artist_5070
Album_5071,Pop,2003,Artist_5071
Album_5072,Rock,1988,Artist_5072
Album_5073,Jazz,1997,Artist_5073
Album_5074,Pop,1996,Artist_5074
Album_5075,Classical,2012,Artist_5075
Album_5076,Jazz,1971,Artist_5076
Album_5077,Electronic,2005,Artist_5077
Album_5078,Electronic,1969,Artist_5078
Album_5079,Hip Hop,1977,Artist_5079
Album_5080,Classical,1965,Artist_5080
Album_5081,Classical,2018,Artist_5081
Album_5082,Pop,1964,Artist_5082
Album_5083,Electronic,2012,Artist_5083
Album_5084,Hip Hop,2021,Artist_5084
Album_5085,Classical,1974,Artist_5085
Album_5086,Rock,1984,Artist_5086
Album_5087,Rock,1987,Artist_5087
Album_5088,Pop,1977,Artist_5088
Album_5089,Pop,2008,Artist_5089
Album_5090,Rock,1968,Artist_5090
Album_5091,Pop,1968,Artist_5091
Album_5092,Rock,1961,Artist_5092
Album_5093,Classical,1998,Artist_5093
Album_5094,Electronic,1971,Artist_5094
Album_5095,Classical,2022,Artist_5095
Album_5096,Jazz,1987,Artist_5096
Album_5097,Pop,2000,Artist_5097
Album_5098,Rock,1964,Artist_5098
Album_5099,Hip Hop,1988,Artist_5099
